Transaction_ID,Customer_ID,Category,Item,Price_Per_Unit,Quantity,Total_Spent,Payment_Method,Location,Transaction_Date,Discount_Applied
TXN_8809000,CUST_23,"Milk Products",Item_3_MILK,8.00,3.00,24.00,Cash,In-store,2023-01-10,
TXN_5008001,CUST_03,"Electric household essentials",Item_10_EHE,18.50,6.00,111.00,"Credit Card",Online,2024-11-04,
TXN_3541663,CUST_25,Furniture,Item_2_FUR,6.50,5.00,32.50,"Digital Wallet",In-store,2023-07-19,
TXN_1390866,CUST_09,Patisserie,Item_6_PAT,12.50,2.00,25.00,"Digital Wallet",In-store,2024-03-30,
TXN_1804192,CUST_20,Furniture,Item_8_FUR,15.50,9.00,139.50,Cash,Online,2024-06-07,
TXN_1882210,CUST_13,Food,Item_14_FOOD,24.50,4.00,98.00,"Digital Wallet",In-store,2022-03-02,
TXN_1336269,CUST_19,Beverages,Item_7_BEV,14.00,6.00,84.00,"Digital Wallet",Online,2024-12-25,
TXN_2479337,CUST_10,Patisserie,Item_25_PAT,41.00,7.00,287.00,"Credit Card",In-store,2023-08-05,
TXN_8784273,CUST_25,"Computers and electric accessories",Item_14_CEA,24.50,4.00,98.00,Cash,In-store,2022-05-02,
TXN_7771182,CUST_10,"Electric household essentials",Item_19_EHE,32.00,6.00,192.00,"Credit Card",In-store,2022-01-20,
TXN_1132339,CUST_01,Beverages,Item_11_BEV,20.00,4.00,80.00,"Credit Card",Online,2023-07-12,
TXN_9496190,CUST_18,"Computers and electric accessories",Item_18_CEA,30.50,3.00,91.50,Cash,Online,2024-02-24,
TXN_1821423,CUST_22,Furniture,Item_25_FUR,41.00,2.00,82.00,"Credit Card",Online,2022-01-13,
TXN_8460432,CUST_15,Furniture,Item_5_FUR,11.00,8.00,88.00,"Digital Wallet",Online,2022-02-05,
TXN_6630594,CUST_07,"Milk Products",Item_3_MILK,8.00,5.00,40.00,Cash,In-store,2023-12-03,
TXN_2611065,CUST_04,"Milk Products",Item_15_MILK,26.00,8.00,208.00,Cash,In-store,2023-02-05,
TXN_2749184,CUST_24,Food,Item_20_FOOD,33.50,5.00,167.50,"Credit Card",Online,2023-04-18,
TXN_1484334,CUST_01,Butchers,Item_7_BUT,14.00,3.00,42.00,Cash,Online,2023-03-19,
TXN_3557526,CUST_21,"Computers and electric accessories",Item_16_CEA,27.50,9.00,247.50,"Digital Wallet",In-store,2023-12-25,
TXN_1402493,CUST_24,Furniture,Item_24_FUR,39.50,5.00,197.50,"Credit Card",In-store,2024-11-27,
TXN_1588276,CUST_20,Butchers,Item_8_BUT,15.50,3.00,46.50,"Digital Wallet",In-store,2022-10-08,
TXN_7804271,CUST_22,Patisserie,,0.00,8.00,40.00,Cash,Online,2023-02-10,
TXN_6926974,CUST_22,"Computers and electric accessories",Item_4_CEA,9.50,5.00,47.50,"Credit Card",Online,2024-10-16,
TXN_1747548,CUST_04,Beverages,Item_25_BEV,41.00,2.00,82.00,"Digital Wallet",Online,2024-11-06,
TXN_8786633,CUST_16,Patisserie,Item_24_PAT,39.50,3.00,118.50,"Credit Card",Online,2022-09-14,
TXN_4174281,CUST_19,Butchers,Item_1_BUT,5.00,7.00,35.00,"Digital Wallet",In-store,2023-04-18,
TXN_3805794,CUST_05,Butchers,Item_23_BUT,38.00,5.00,190.00,"Credit Card",Online,2024-08-29,
TXN_1811555,CUST_15,Food,,30.50,0.00,0.00,Cash,Online,2023-07-31,
TXN_4878744,CUST_02,"Electric household essentials",Item_10_EHE,18.50,4.00,74.00,"Digital Wallet",Online,2022-06-26,
TXN_3303186,CUST_06,Food,Item_5_FOOD,11.00,6.00,66.00,"Credit Card",In-store,2022-06-10,
TXN_7214951,CUST_04,Beverages,Item_25_BEV,41.00,5.00,205.00,Cash,In-store,2023-10-12,
TXN_1583510,CUST_11,"Computers and electric accessories",Item_5_CEA,11.00,10.00,110.00,Cash,Online,2024-01-29,
TXN_3755291,CUST_09,"Milk Products",Item_2_MILK,6.50,1.00,6.50,Cash,Online,2022-11-15,
TXN_3187729,CUST_18,"Electric household essentials",Item_25_EHE,41.00,9.00,369.00,"Digital Wallet",In-store,2024-06-25,
TXN_9667841,CUST_11,Patisserie,Item_22_PAT,36.50,7.00,255.50,"Digital Wallet",Online,2024-06-05,
TXN_3433195,CUST_24,"Electric household essentials",,0.00,7.00,150.50,Cash,Online,2023-03-30,
TXN_6339738,CUST_25,Butchers,Item_12_BUT,21.50,7.00,150.50,"Credit Card",In-store,2022-04-01,
TXN_8912717,CUST_05,"Milk Products",Item_2_MILK,6.50,10.00,65.00,"Credit Card",In-store,2022-07-28,
TXN_9840878,CUST_07,"Computers and electric accessories",Item_9_CEA,17.00,10.00,170.00,"Digital Wallet",In-store,2023-10-17,
TXN_6001621,CUST_15,Furniture,Item_8_FUR,15.50,1.00,15.50,"Credit Card",In-store,2022-10-09,
TXN_2077907,CUST_16,Furniture,Item_14_FUR,24.50,1.00,24.50,"Digital Wallet",In-store,2022-06-20,
TXN_6429566,CUST_01,"Milk Products",Item_24_MILK,39.50,3.00,118.50,Cash,Online,2023-03-08,
TXN_9130896,CUST_03,Food,,20.00,0.00,0.00,"Digital Wallet",In-store,2022-05-17,
TXN_9538956,CUST_10,"Computers and electric accessories",Item_5_CEA,11.00,5.00,55.00,Cash,In-store,2022-02-22,
TXN_6906173,CUST_02,Patisserie,Item_7_PAT,14.00,7.00,98.00,Cash,Online,2024-11-04,
TXN_3317964,CUST_25,"Milk Products",Item_8_MILK,15.50,2.00,31.00,"Digital Wallet",In-store,2024-07-01,
TXN_4654673,CUST_20,Butchers,Item_23_BUT,38.00,1.00,38.00,Cash,In-store,2024-09-14,
TXN_7571093,CUST_17,"Milk Products",,0.00,9.00,99.00,"Digital Wallet",In-store,2022-11-18,
TXN_1130823,CUST_13,"Computers and electric accessories",Item_9_CEA,17.00,10.00,170.00,"Credit Card",In-store,2024-11-02,
TXN_2655759,CUST_23,Furniture,Item_25_FUR,41.00,3.00,123.00,Cash,In-store,2024-09-18,
TXN_3096445,CUST_17,"Computers and electric accessories",,32.00,0.00,0.00,"Digital Wallet",In-store,2024-06-25,
TXN_8404227,CUST_03,Beverages,Item_2_BEV,6.50,9.00,58.50,"Digital Wallet",Online,2023-12-29,
TXN_2374689,CUST_19,Beverages,Item_2_BEV,6.50,1.00,6.50,Cash,In-store,2024-05-21,
TXN_4944574,CUST_19,Patisserie,Item_24_PAT,39.50,6.00,237.00,"Digital Wallet",Online,2024-04-11,
TXN_8685820,CUST_05,Beverages,Item_1_BEV,5.00,10.00,50.00,"Digital Wallet",Online,2023-03-23,
TXN_4160315,CUST_05,"Milk Products",Item_19_MILK,32.00,9.00,288.00,"Digital Wallet",Online,2022-08-20,
TXN_8838958,CUST_01,"Computers and electric accessories",,15.50,0.00,0.00,Cash,In-store,2024-11-08,
TXN_9279646,CUST_08,"Milk Products",Item_9_MILK,17.00,7.00,119.00,"Credit Card",Online,2022-10-11,
TXN_3841425,CUST_24,"Milk Products",Item_8_MILK,15.50,6.00,93.00,"Credit Card",In-store,2024-10-01,
TXN_3427896,CUST_15,Patisserie,Item_12_PAT,21.50,3.00,64.50,Cash,In-store,2024-12-26,
TXN_7315614,CUST_22,Furniture,Item_15_FUR,26.00,10.00,260.00,"Digital Wallet",In-store,2024-02-10,
TXN_5441868,CUST_05,Furniture,Item_5_FUR,11.00,5.00,55.00,"Digital Wallet",Online,2022-03-07,
TXN_6260961,CUST_16,"Electric household essentials",Item_25_EHE,41.00,1.00,41.00,Cash,In-store,2024-10-25,
TXN_2139409,CUST_23,Food,Item_13_FOOD,23.00,9.00,207.00,"Digital Wallet",Online,2022-05-21,
TXN_5940844,CUST_23,Beverages,Item_19_BEV,32.00,2.00,64.00,"Credit Card",In-store,2023-09-12,
TXN_6676210,CUST_02,"Computers and electric accessories",Item_17_CEA,29.00,8.00,232.00,"Digital Wallet",Online,2023-11-27,
TXN_4181012,CUST_21,Patisserie,Item_8_PAT,15.50,6.00,93.00,Cash,Online,2024-06-24,
TXN_1475212,CUST_11,Beverages,Item_11_BEV,20.00,6.00,120.00,Cash,Online,2023-10-14,
TXN_4374445,CUST_12,Food,Item_25_FOOD,41.00,10.00,410.00,"Digital Wallet",Online,2024-10-17,
TXN_2496138,CUST_22,Food,,11.00,0.00,0.00,Cash,Online,2023-10-04,
TXN_9041908,CUST_22,"Electric household essentials",Item_25_EHE,41.00,8.00,328.00,Cash,Online,2022-06-22,
TXN_6035994,CUST_15,Beverages,Item_6_BEV,12.50,8.00,100.00,"Credit Card",In-store,2024-10-30,
TXN_9583800,CUST_17,"Electric household essentials",Item_12_EHE,21.50,2.00,43.00,Cash,Online,2023-09-18,
TXN_7043807,CUST_24,Furniture,,0.00,7.00,182.00,"Digital Wallet",In-store,2022-02-07,
TXN_2540564,CUST_24,"Computers and electric accessories",Item_5_CEA,11.00,1.00,11.00,Cash,Online,2023-08-18,
TXN_1783309,CUST_08,Patisserie,Item_15_PAT,26.00,9.00,234.00,"Credit Card",Online,2023-01-17,
TXN_7738273,CUST_06,Beverages,Item_3_BEV,8.00,9.00,72.00,Cash,Online,2024-03-23,
TXN_9409545,CUST_05,"Electric household essentials",Item_22_EHE,36.50,7.00,255.50,"Credit Card",Online,2022-02-24,
TXN_5426614,CUST_19,"Milk Products",Item_15_MILK,26.00,7.00,182.00,"Digital Wallet",Online,2022-08-06,
TXN_1712455,CUST_25,Butchers,Item_5_BUT,11.00,9.00,99.00,"Credit Card",In-store,2024-03-11,
TXN_7017598,CUST_04,Patisserie,Item_4_PAT,9.50,6.00,57.00,"Credit Card",Online,2023-06-07,
TXN_7383288,CUST_10,"Milk Products",,26.00,0.00,0.00,"Digital Wallet",In-store,2022-08-12,
TXN_9564689,CUST_18,Patisserie,Item_14_PAT,24.50,4.00,98.00,Cash,Online,2022-04-06,
TXN_7177109,CUST_05,Furniture,Item_14_FUR,24.50,4.00,98.00,Cash,In-store,2023-06-12,
TXN_3673808,CUST_23,Patisserie,Item_19_PAT,32.00,10.00,320.00,"Digital Wallet",In-store,2023-11-18,
TXN_1386646,CUST_24,Patisserie,Item_11_PAT,20.00,6.00,120.00,"Digital Wallet",Online,2022-12-07,
TXN_3840387,CUST_19,Beverages,Item_7_BEV,14.00,5.00,70.00,Cash,In-store,2024-12-29,
TXN_9352178,CUST_24,Patisserie,Item_2_PAT,6.50,8.00,52.00,"Digital Wallet",In-store,2023-03-24,
TXN_8348586,CUST_03,"Electric household essentials",,0.00,8.00,220.00,"Credit Card",Online,2022-08-12,
TXN_2676761,CUST_15,"Electric household essentials",Item_17_EHE,29.00,9.00,261.00,"Digital Wallet",In-store,2024-04-03,
TXN_1409260,CUST_08,"Electric household essentials",Item_8_EHE,15.50,1.00,15.50,"Credit Card",In-store,2022-09-21,
TXN_5744111,CUST_13,Beverages,Item_3_BEV,8.00,3.00,24.00,"Credit Card",Online,2024-08-21,
TXN_5319794,CUST_01,Beverages,Item_16_BEV,27.50,10.00,275.00,"Credit Card",Online,2023-05-01,
TXN_3342497,CUST_18,Patisserie,Item_9_PAT,17.00,4.00,68.00,"Credit Card",In-store,2023-07-03,
TXN_7235181,CUST_22,"Milk Products",Item_3_MILK,8.00,8.00,64.00,"Digital Wallet",Online,2023-12-13,
TXN_4570770,CUST_12,"Electric household essentials",Item_11_EHE,20.00,3.00,60.00,"Credit Card",In-store,2023-04-29,
TXN_1544024,CUST_20,Patisserie,Item_17_PAT,29.00,8.00,232.00,Cash,Online,2024-11-16,
TXN_2771813,CUST_17,"Electric household essentials",,41.00,0.00,0.00,"Digital Wallet",Online,2022-06-10,
TXN_2461753,CUST_12,"Computers and electric accessories",Item_19_CEA,32.00,10.00,320.00,Cash,Online,2022-10-18,
TXN_9014066,CUST_01,Butchers,Item_12_BUT,21.50,3.00,64.50,"Digital Wallet",Online,2022-11-20,
TXN_3864156,CUST_10,Butchers,Item_12_BUT,21.50,8.00,172.00,"Credit Card",In-store,2023-05-25,
TXN_5675339,CUST_20,"Electric household essentials",Item_20_EHE,33.50,4.00,134.00,"Credit Card",Online,2024-01-12,
TXN_7927802,CUST_20,Butchers,Item_22_BUT,36.50,8.00,292.00,"Digital Wallet",Online,2023-06-30,
TXN_1607995,CUST_23,"Electric household essentials",Item_19_EHE,32.00,6.00,192.00,"Credit Card",In-store,2023-12-24,
TXN_7377480,CUST_23,Food,Item_10_FOOD,18.50,6.00,111.00,Cash,Online,2024-03-13,
TXN_5387201,CUST_14,Furniture,Item_2_FUR,6.50,6.00,39.00,"Digital Wallet",Online,2024-11-06,
TXN_7739969,CUST_17,"Computers and electric accessories",Item_12_CEA,21.50,3.00,64.50,Cash,Online,2023-12-14,
TXN_2610751,CUST_05,Butchers,Item_25_BUT,41.00,5.00,205.00,Cash,Online,2022-05-30,
TXN_5372618,CUST_08,"Electric household essentials",Item_15_EHE,26.00,7.00,182.00,"Digital Wallet",In-store,2022-05-18,
TXN_9725690,CUST_21,"Electric household essentials",Item_8_EHE,15.50,6.00,93.00,"Credit Card",Online,2022-08-30,
TXN_1619388,CUST_01,"Computers and electric accessories",Item_15_CEA,26.00,1.00,26.00,"Digital Wallet",Online,2024-05-23,
TXN_8846502,CUST_25,Patisserie,Item_9_PAT,17.00,6.00,102.00,Cash,In-store,2024-08-07,
TXN_5361643,CUST_19,Food,,0.00,2.00,46.00,"Digital Wallet",Online,2023-12-19,
TXN_3791514,CUST_16,Patisserie,Item_4_PAT,9.50,2.00,19.00,"Digital Wallet",Online,2023-01-08,
TXN_1354667,CUST_08,Beverages,Item_8_BEV,15.50,5.00,77.50,Cash,Online,2022-04-04,
TXN_1597974,CUST_08,"Milk Products",Item_18_MILK,30.50,2.00,61.00,Cash,Online,2023-10-20,
TXN_3795673,CUST_14,Butchers,Item_5_BUT,11.00,7.00,77.00,Cash,In-store,2024-02-02,
TXN_4897743,CUST_01,Food,,0.00,9.00,193.50,"Credit Card",In-store,2024-03-18,
TXN_1565398,CUST_25,Food,,0.00,8.00,148.00,"Credit Card",In-store,2022-06-15,
TXN_5579136,CUST_24,Beverages,Item_14_BEV,24.50,8.00,196.00,"Digital Wallet",In-store,2023-05-12,
TXN_9472812,CUST_04,Food,,11.00,0.00,0.00,"Digital Wallet",Online,2024-08-16,
TXN_9837294,CUST_23,Beverages,Item_4_BEV,9.50,4.00,38.00,"Digital Wallet",In-store,2024-06-15,
TXN_5240854,CUST_16,"Computers and electric accessories",Item_21_CEA,35.00,6.00,210.00,Cash,Online,2024-10-09,
TXN_8101203,CUST_18,Food,Item_5_FOOD,11.00,10.00,110.00,"Credit Card",In-store,2022-04-14,
TXN_1830813,CUST_15,"Milk Products",Item_22_MILK,36.50,8.00,292.00,"Credit Card",Online,2023-11-05,
TXN_4126221,CUST_03,Furniture,Item_2_FUR,6.50,1.00,6.50,Cash,Online,2023-07-03,
TXN_3948610,CUST_07,Furniture,,33.50,0.00,0.00,"Digital Wallet",In-store,2023-02-24,
TXN_4597218,CUST_23,Patisserie,Item_2_PAT,6.50,10.00,65.00,"Credit Card",Online,2024-06-19,
TXN_7993933,CUST_13,"Milk Products",Item_13_MILK,23.00,6.00,138.00,"Credit Card",Online,2022-09-12,
TXN_6454565,CUST_24,Furniture,Item_6_FUR,12.50,3.00,37.50,"Credit Card",Online,2022-05-07,
TXN_4827758,CUST_06,"Milk Products",Item_9_MILK,17.00,3.00,51.00,Cash,In-store,2023-11-16,
TXN_7002371,CUST_25,Butchers,Item_1_BUT,5.00,3.00,15.00,Cash,In-store,2022-01-15,
TXN_3087080,CUST_23,"Computers and electric accessories",Item_19_CEA,32.00,7.00,224.00,"Digital Wallet",In-store,2022-04-23,
TXN_2221021,CUST_11,Beverages,Item_22_BEV,36.50,5.00,182.50,"Digital Wallet",In-store,2022-01-09,
TXN_2947270,CUST_12,Furniture,Item_5_FUR,11.00,3.00,33.00,"Digital Wallet",In-store,2022-12-12,
TXN_7169040,CUST_21,Furniture,Item_1_FUR,5.00,10.00,50.00,"Digital Wallet",In-store,2022-04-07,
TXN_9951872,CUST_16,"Electric household essentials",Item_24_EHE,39.50,7.00,276.50,Cash,Online,2024-11-10,
TXN_6586324,CUST_15,Butchers,,0.00,6.00,183.00,"Digital Wallet",In-store,2024-05-08,
TXN_3490623,CUST_09,Patisserie,Item_8_PAT,15.50,2.00,31.00,"Credit Card",Online,2022-03-02,
TXN_6440999,CUST_04,"Milk Products",Item_8_MILK,15.50,2.00,31.00,"Digital Wallet",Online,2022-06-28,
TXN_4189415,CUST_03,Food,Item_2_FOOD,6.50,4.00,26.00,"Credit Card",In-store,2024-03-08,
TXN_8955882,CUST_09,"Milk Products",Item_13_MILK,23.00,10.00,230.00,"Digital Wallet",Online,2023-12-03,
TXN_5430099,CUST_08,Patisserie,Item_8_PAT,15.50,6.00,93.00,"Credit Card",Online,2023-08-10,
TXN_6053212,CUST_08,"Electric household essentials",Item_2_EHE,6.50,10.00,65.00,"Credit Card",In-store,2023-11-02,
TXN_3543865,CUST_09,"Computers and electric accessories",Item_12_CEA,21.50,1.00,21.50,Cash,In-store,2023-11-20,
TXN_1865764,CUST_08,"Computers and electric accessories",Item_21_CEA,35.00,8.00,280.00,"Credit Card",Online,2024-12-10,
TXN_4354993,CUST_15,"Milk Products",Item_21_MILK,35.00,7.00,245.00,Cash,In-store,2023-10-09,
TXN_1099045,CUST_21,Patisserie,Item_10_PAT,18.50,6.00,111.00,"Digital Wallet",Online,2022-09-12,
TXN_4464985,CUST_14,Butchers,Item_13_BUT,23.00,8.00,184.00,"Digital Wallet",Online,2022-12-02,
TXN_6117973,CUST_10,"Electric household essentials",Item_15_EHE,26.00,7.00,182.00,Cash,Online,2022-05-15,
TXN_3761426,CUST_11,Furniture,Item_11_FUR,20.00,1.00,20.00,"Credit Card",In-store,2024-12-16,
TXN_5930319,CUST_16,"Electric household essentials",Item_15_EHE,26.00,3.00,78.00,Cash,In-store,2022-08-29,
TXN_3141947,CUST_14,Food,Item_17_FOOD,29.00,7.00,203.00,"Credit Card",In-store,2022-08-10,
TXN_6126899,CUST_10,"Milk Products",Item_13_MILK,23.00,7.00,161.00,"Credit Card",In-store,2023-11-08,
TXN_8788021,CUST_25,Food,Item_17_FOOD,29.00,3.00,87.00,"Digital Wallet",In-store,2024-11-26,
TXN_5636224,CUST_23,"Computers and electric accessories",Item_12_CEA,21.50,4.00,86.00,Cash,Online,2024-10-04,
TXN_9191575,CUST_01,"Milk Products",Item_4_MILK,9.50,7.00,66.50,"Digital Wallet",In-store,2024-01-28,
TXN_6205992,CUST_11,Beverages,Item_8_BEV,15.50,6.00,93.00,"Credit Card",In-store,2023-07-08,
TXN_9717999,CUST_03,Furniture,Item_14_FUR,24.50,2.00,49.00,"Digital Wallet",In-store,2022-04-29,
TXN_7037115,CUST_07,Furniture,Item_5_FUR,11.00,5.00,55.00,"Credit Card",In-store,2024-02-23,
TXN_1534987,CUST_04,Food,Item_6_FOOD,12.50,3.00,37.50,Cash,Online,2022-07-03,
TXN_5910508,CUST_08,Patisserie,Item_8_PAT,15.50,10.00,155.00,"Digital Wallet",In-store,2022-11-15,
TXN_8827064,CUST_02,Food,Item_5_FOOD,11.00,2.00,22.00,"Credit Card",Online,2022-11-10,
TXN_9007323,CUST_12,Furniture,Item_8_FUR,15.50,9.00,139.50,Cash,In-store,2022-05-08,
TXN_5114872,CUST_10,"Computers and electric accessories",Item_2_CEA,6.50,1.00,6.50,Cash,In-store,2024-01-27,
TXN_1931979,CUST_25,Beverages,Item_15_BEV,26.00,6.00,156.00,Cash,In-store,2024-10-21,
TXN_6267373,CUST_19,Food,Item_17_FOOD,29.00,6.00,174.00,"Digital Wallet",Online,2022-05-29,
TXN_5544428,CUST_18,"Computers and electric accessories",Item_13_CEA,23.00,8.00,184.00,"Credit Card",Online,2023-07-25,
TXN_1459286,CUST_03,Furniture,Item_20_FUR,33.50,1.00,33.50,Cash,Online,2024-11-18,
TXN_1714958,CUST_10,Beverages,Item_17_BEV,29.00,5.00,145.00,Cash,Online,2023-05-17,
TXN_4250184,CUST_05,Furniture,Item_12_FUR,21.50,10.00,215.00,"Credit Card",Online,2023-08-27,
TXN_5288250,CUST_11,Furniture,Item_5_FUR,11.00,4.00,44.00,"Credit Card",In-store,2022-12-01,
TXN_2992398,CUST_23,"Milk Products",Item_13_MILK,23.00,1.00,23.00,"Digital Wallet",In-store,2023-09-13,
TXN_8933445,CUST_06,Food,Item_13_FOOD,23.00,5.00,115.00,"Digital Wallet",Online,2025-01-16,
TXN_4141037,CUST_18,"Computers and electric accessories",Item_23_CEA,38.00,3.00,114.00,Cash,In-store,2022-05-02,
TXN_4978776,CUST_04,Butchers,Item_25_BUT,41.00,8.00,328.00,"Credit Card",Online,2024-03-17,
TXN_2228646,CUST_12,"Computers and electric accessories",Item_18_CEA,30.50,9.00,274.50,"Digital Wallet",In-store,2022-02-12,
TXN_1644496,CUST_25,Butchers,Item_21_BUT,35.00,6.00,210.00,Cash,Online,2022-06-30,
TXN_6771103,CUST_11,Butchers,Item_1_BUT,5.00,3.00,15.00,Cash,Online,2024-06-17,
TXN_2885265,CUST_19,"Computers and electric accessories",Item_25_CEA,41.00,6.00,246.00,"Digital Wallet",In-store,2022-08-07,
TXN_3904812,CUST_23,Beverages,Item_15_BEV,26.00,9.00,234.00,"Credit Card",Online,2022-03-22,
TXN_5743023,CUST_22,"Electric household essentials",Item_12_EHE,21.50,2.00,43.00,"Credit Card",Online,2022-12-17,
TXN_5005963,CUST_12,"Milk Products",Item_1_MILK,5.00,5.00,25.00,"Credit Card",Online,2024-03-27,
TXN_3330819,CUST_21,"Computers and electric accessories",Item_2_CEA,6.50,6.00,39.00,"Digital Wallet",In-store,2022-01-19,
TXN_5554744,CUST_07,Furniture,Item_25_FUR,41.00,9.00,369.00,"Digital Wallet",In-store,2024-07-07,
TXN_5258958,CUST_07,Butchers,Item_11_BUT,20.00,10.00,200.00,"Digital Wallet",Online,2024-11-23,
TXN_1871813,CUST_10,Beverages,Item_7_BEV,14.00,1.00,14.00,Cash,In-store,2022-08-09,
TXN_4967670,CUST_02,Patisserie,Item_4_PAT,9.50,9.00,85.50,Cash,In-store,2022-07-15,
TXN_5926696,CUST_12,Butchers,Item_20_BUT,33.50,8.00,268.00,"Credit Card",Online,2022-08-24,
TXN_1550220,CUST_13,Food,Item_6_FOOD,12.50,10.00,125.00,"Credit Card",In-store,2023-02-03,
