Transaction_ID,Customer_ID,Category,Item,Price_Per_Unit,Quantity,Total_Spent,Payment_Method,Location,Transaction_Date,Discount_Applied
TXN_5616762,CUST_04,Butchers,,0.00,8.00,172.00,"Credit Card",Online,2022-01-24,True
TXN_8322817,CUST_23,Patisserie,,0.00,8.00,304.00,"Digital Wallet",In-store,2022-06-15,
TXN_8914114,CUST_16,"Milk Products",,0.00,8.00,112.00,"Digital Wallet",In-store,2023-09-22,True
TXN_2090456,CUST_05,Butchers,,0.00,10.00,395.00,Cash,In-store,2023-12-15,True
TXN_8454077,CUST_11,"Computers and electric accessories",,0.00,2.00,16.00,Cash,Online,2023-02-15,True
TXN_4614873,CUST_03,Furniture,,0.00,9.00,234.00,Cash,Online,2023-07-29,False
TXN_5006011,CUST_10,Butchers,,0.00,8.00,280.00,Cash,In-store,2022-01-11,
TXN_5431616,CUST_17,Furniture,,0.00,1.00,15.50,Cash,In-store,2024-11-26,False
TXN_6471352,CUST_17,Beverages,,0.00,4.00,80.00,Cash,Online,2025-01-05,False
TXN_6308565,CUST_19,"Computers and electric accessories",,0.00,4.00,44.00,"Credit Card",Online,2024-02-10,False
TXN_8954821,CUST_14,"Milk Products",,0.00,9.00,45.00,"Digital Wallet",In-store,2024-06-12,
TXN_2897310,CUST_19,Butchers,,0.00,9.00,261.00,"Digital Wallet",In-store,2023-06-25,False
TXN_2949356,CUST_17,Beverages,,0.00,8.00,316.00,"Digital Wallet",Online,2022-08-01,False
TXN_1871707,CUST_10,"Electric household essentials",,0.00,1.00,33.50,"Digital Wallet",In-store,2022-04-01,False
TXN_8221101,CUST_18,Patisserie,,0.00,6.00,228.00,"Digital Wallet",In-store,2022-02-09,True
TXN_8508332,CUST_13,"Milk Products",,0.00,10.00,80.00,"Digital Wallet",In-store,2022-06-23,
TXN_3784837,CUST_16,Butchers,,0.00,1.00,38.00,"Credit Card",Online,2024-06-06,False
TXN_1792761,CUST_11,Food,,0.00,7.00,77.00,"Digital Wallet",Online,2022-01-26,
TXN_6103372,CUST_23,Food,,0.00,3.00,69.00,"Credit Card",Online,2024-10-08,True
TXN_4417302,CUST_11,Butchers,,0.00,9.00,234.00,"Credit Card",Online,2024-09-05,False
TXN_3394201,CUST_17,"Computers and electric accessories",,0.00,8.00,256.00,Cash,Online,2024-11-04,
TXN_2227872,CUST_03,Furniture,,0.00,7.00,276.50,"Digital Wallet",In-store,2024-05-27,True
TXN_9285106,CUST_23,"Computers and electric accessories",,0.00,10.00,335.00,"Credit Card",In-store,2024-06-18,True
TXN_3019913,CUST_18,"Milk Products",,0.00,10.00,125.00,Cash,Online,2024-02-16,True
TXN_5136594,CUST_14,Patisserie,,0.00,7.00,213.50,"Credit Card",In-store,2022-03-23,False
TXN_8831517,CUST_08,"Computers and electric accessories",,0.00,1.00,33.50,Cash,In-store,2022-04-21,True
TXN_5315119,CUST_10,Patisserie,,0.00,3.00,28.50,"Digital Wallet",Online,2024-09-01,
TXN_7470621,CUST_02,"Electric household essentials",,0.00,3.00,100.50,Cash,Online,2024-04-20,True
TXN_4036118,CUST_06,Furniture,,0.00,6.00,228.00,Cash,In-store,2023-01-28,
TXN_3133019,CUST_21,Furniture,,0.00,9.00,139.50,"Digital Wallet",Online,2024-01-01,True
TXN_7349203,CUST_13,Butchers,,0.00,9.00,112.50,Cash,In-store,2024-03-08,True
TXN_2911719,CUST_02,"Computers and electric accessories",,0.00,4.00,56.00,Cash,Online,2024-06-06,True
TXN_7920383,CUST_15,"Computers and electric accessories",,0.00,4.00,110.00,Cash,In-store,2023-12-24,True
TXN_1396754,CUST_18,"Milk Products",,0.00,4.00,62.00,"Digital Wallet",In-store,2022-05-07,True
TXN_2049510,CUST_20,Beverages,,0.00,1.00,20.00,"Digital Wallet",In-store,2024-09-04,False
TXN_4850024,CUST_01,"Milk Products",,0.00,1.00,15.50,Cash,Online,2022-09-30,True
TXN_7978551,CUST_20,Beverages,,0.00,9.00,315.00,"Digital Wallet",Online,2023-02-12,True
TXN_5386745,CUST_01,Patisserie,,0.00,8.00,124.00,"Credit Card",In-store,2024-01-21,True
TXN_3745950,CUST_11,Butchers,,0.00,7.00,98.00,"Digital Wallet",In-store,2022-08-08,True
TXN_4046056,CUST_09,"Electric household essentials",,0.00,5.00,182.50,"Credit Card",In-store,2024-02-04,
TXN_9315594,CUST_25,Butchers,,0.00,2.00,46.00,"Credit Card",In-store,2024-07-22,False
TXN_9569469,CUST_08,Beverages,,0.00,8.00,328.00,"Digital Wallet",Online,2024-02-12,
TXN_8023340,CUST_14,Butchers,,0.00,8.00,292.00,Cash,Online,2023-10-04,True
TXN_5690221,CUST_06,Food,,0.00,1.00,36.50,"Digital Wallet",In-store,2022-10-06,True
TXN_8624218,CUST_16,Beverages,,0.00,8.00,160.00,Cash,Online,2022-08-03,False
TXN_7869463,CUST_14,"Computers and electric accessories",,0.00,8.00,232.00,"Credit Card",Online,2023-03-11,False
TXN_1007496,CUST_01,Butchers,,0.00,10.00,155.00,"Credit Card",Online,2024-02-05,True
TXN_2092827,CUST_25,"Milk Products",,0.00,1.00,30.50,"Digital Wallet",Online,2023-10-01,False
TXN_1818683,CUST_10,"Milk Products",,0.00,5.00,25.00,"Credit Card",In-store,2022-07-12,
TXN_4887526,CUST_01,Patisserie,,0.00,3.00,19.50,Cash,In-store,2023-03-03,False
TXN_2292675,CUST_22,Furniture,,0.00,1.00,6.50,"Digital Wallet",Online,2024-06-23,
TXN_2511487,CUST_24,"Computers and electric accessories",,0.00,10.00,320.00,"Credit Card",Online,2024-01-05,True
TXN_2232017,CUST_11,Food,,0.00,8.00,184.00,Cash,In-store,2023-04-18,True
TXN_5513567,CUST_06,"Computers and electric accessories",,0.00,10.00,185.00,"Digital Wallet",Online,2022-10-13,
TXN_5664358,CUST_07,"Computers and electric accessories",,0.00,1.00,35.00,"Credit Card",Online,2022-01-04,False
TXN_1505937,CUST_06,"Electric household essentials",,0.00,1.00,29.00,"Digital Wallet",Online,2023-06-04,False
TXN_4114556,CUST_21,Patisserie,,0.00,3.00,46.50,Cash,Online,2023-02-26,False
TXN_8233871,CUST_04,Furniture,,0.00,9.00,315.00,"Digital Wallet",In-store,2023-07-19,True
TXN_5338814,CUST_06,"Milk Products",,0.00,10.00,410.00,"Digital Wallet",Online,2023-03-13,False
TXN_1892483,CUST_22,"Milk Products",,0.00,9.00,234.00,Cash,Online,2023-08-31,True
TXN_1943695,CUST_09,"Milk Products",,0.00,8.00,256.00,"Credit Card",In-store,2023-04-04,False
TXN_6609828,CUST_07,Food,,0.00,5.00,40.00,"Credit Card",Online,2022-04-06,
TXN_9099328,CUST_12,"Electric household essentials",,0.00,10.00,380.00,"Digital Wallet",In-store,2023-02-28,
TXN_8006993,CUST_05,Butchers,,0.00,6.00,156.00,"Digital Wallet",In-store,2024-09-13,True
TXN_3203228,CUST_09,"Milk Products",,0.00,1.00,39.50,"Digital Wallet",In-store,2023-01-23,True
TXN_3661483,CUST_02,Butchers,,0.00,4.00,110.00,Cash,In-store,2022-01-20,
TXN_9551621,CUST_16,"Electric household essentials",,0.00,4.00,146.00,"Credit Card",In-store,2023-03-21,True
TXN_1137542,CUST_21,"Electric household essentials",,0.00,1.00,11.00,"Credit Card",In-store,2023-06-29,
TXN_4205609,CUST_16,"Electric household essentials",,0.00,8.00,280.00,"Digital Wallet",In-store,2022-01-28,
TXN_4123109,CUST_24,Beverages,,0.00,2.00,19.00,"Digital Wallet",In-store,2025-01-12,True
TXN_2245624,CUST_12,"Computers and electric accessories",,0.00,4.00,62.00,Cash,Online,2022-07-10,False
TXN_4028997,CUST_03,Patisserie,,0.00,5.00,122.50,Cash,In-store,2022-04-24,False
TXN_3130278,CUST_01,"Computers and electric accessories",,0.00,8.00,304.00,"Credit Card",Online,2022-12-23,
TXN_4640422,CUST_05,"Milk Products",,0.00,3.00,60.00,"Credit Card",In-store,2023-03-22,True
TXN_2442204,CUST_13,"Milk Products",,0.00,9.00,45.00,"Credit Card",Online,2024-07-06,False
TXN_4383900,CUST_23,Food,,0.00,1.00,41.00,Cash,Online,2024-07-23,True
TXN_2589028,CUST_16,"Computers and electric accessories",,0.00,2.00,76.00,"Digital Wallet",Online,2022-06-05,True
TXN_3347015,CUST_24,Furniture,,0.00,7.00,266.00,"Credit Card",Online,2024-08-25,False
TXN_6590458,CUST_21,Beverages,,0.00,2.00,16.00,Cash,In-store,2024-01-29,True
TXN_2434339,CUST_01,Beverages,,0.00,9.00,180.00,"Credit Card",Online,2022-05-19,
TXN_5518537,CUST_19,Food,,0.00,1.00,11.00,Cash,In-store,2023-02-08,
TXN_3729060,CUST_07,Patisserie,,0.00,6.00,228.00,"Digital Wallet",Online,2022-07-20,
TXN_3122781,CUST_09,Butchers,,0.00,7.00,108.50,"Digital Wallet",In-store,2023-07-21,
TXN_2810459,CUST_09,"Computers and electric accessories",,0.00,1.00,24.50,Cash,In-store,2022-04-19,
TXN_1432445,CUST_01,Food,,0.00,9.00,180.00,Cash,In-store,2023-08-01,
TXN_3813656,CUST_02,Beverages,,0.00,1.00,27.50,"Credit Card",In-store,2022-09-01,False
TXN_9291336,CUST_19,"Electric household essentials",,0.00,10.00,380.00,"Digital Wallet",In-store,2022-12-10,True
TXN_3247249,CUST_10,"Milk Products",,0.00,7.00,276.50,"Digital Wallet",Online,2023-01-13,
TXN_3419658,CUST_02,Patisserie,,0.00,9.00,220.50,"Digital Wallet",In-store,2023-07-06,
TXN_9957512,CUST_21,"Milk Products",,0.00,5.00,160.00,"Digital Wallet",Online,2025-01-14,
TXN_9082199,CUST_09,Beverages,,0.00,9.00,220.50,"Digital Wallet",In-store,2024-09-02,False
TXN_8947708,CUST_04,Butchers,,0.00,2.00,22.00,Cash,In-store,2023-03-20,
TXN_4554250,CUST_23,Furniture,,0.00,6.00,246.00,"Credit Card",In-store,2022-10-19,False
TXN_1236974,CUST_01,Beverages,,0.00,8.00,76.00,Cash,Online,2023-04-21,False
TXN_6048384,CUST_07,Butchers,,0.00,4.00,164.00,Cash,Online,2022-05-19,
TXN_9080551,CUST_21,Beverages,,0.00,2.00,28.00,"Digital Wallet",Online,2022-07-21,False
TXN_8373559,CUST_23,"Computers and electric accessories",,0.00,3.00,51.00,"Digital Wallet",Online,2022-11-19,False
TXN_6688533,CUST_16,"Computers and electric accessories",,0.00,1.00,35.00,"Digital Wallet",Online,2023-11-09,
TXN_5601162,CUST_22,"Computers and electric accessories",,0.00,1.00,26.00,Cash,In-store,2022-01-26,True
TXN_5807928,CUST_08,Butchers,,0.00,9.00,180.00,Cash,Online,2024-11-08,True
TXN_3748574,CUST_17,"Milk Products",,0.00,5.00,152.50,"Credit Card",Online,2022-03-30,False
TXN_4602911,CUST_13,"Milk Products",,0.00,7.00,56.00,"Credit Card",In-store,2023-07-17,False
TXN_2848709,CUST_23,Beverages,,0.00,10.00,350.00,"Credit Card",Online,2022-07-31,
TXN_2850753,CUST_16,Patisserie,,0.00,4.00,128.00,Cash,In-store,2024-01-10,
TXN_3489467,CUST_23,"Computers and electric accessories",,0.00,7.00,150.50,"Credit Card",In-store,2023-10-15,True
TXN_2756540,CUST_21,"Milk Products",,0.00,1.00,27.50,"Credit Card",Online,2023-05-09,True
TXN_9102221,CUST_13,Furniture,,0.00,2.00,76.00,"Digital Wallet",In-store,2023-02-13,
TXN_5895413,CUST_21,Patisserie,,0.00,2.00,67.00,"Digital Wallet",In-store,2024-04-29,
TXN_7982451,CUST_22,Food,,0.00,8.00,172.00,"Digital Wallet",Online,2023-10-18,True
TXN_2904039,CUST_22,Butchers,,0.00,4.00,152.00,"Credit Card",Online,2023-08-11,
TXN_2522970,CUST_18,"Electric household essentials",,0.00,6.00,192.00,"Digital Wallet",In-store,2024-04-25,False
TXN_8717697,CUST_20,Furniture,,0.00,6.00,120.00,Cash,In-store,2024-05-21,False
TXN_5650070,CUST_21,Beverages,,0.00,6.00,165.00,Cash,In-store,2022-07-11,True
TXN_8087160,CUST_08,Butchers,,0.00,5.00,152.50,Cash,Online,2024-01-26,
TXN_5773308,CUST_07,Furniture,,0.00,5.00,85.00,"Credit Card",Online,2024-01-01,True
TXN_5802934,CUST_23,"Milk Products",,0.00,9.00,288.00,Cash,Online,2022-01-25,True
TXN_3214105,CUST_23,Furniture,,0.00,9.00,112.50,"Digital Wallet",Online,2024-07-05,True
TXN_6702252,CUST_23,Food,,0.00,4.00,122.00,"Digital Wallet",Online,2024-09-11,False
TXN_6600756,CUST_18,Food,,0.00,7.00,171.50,Cash,In-store,2023-05-19,
TXN_3216751,CUST_17,Patisserie,,0.00,10.00,290.00,Cash,In-store,2024-03-10,False
TXN_5965620,CUST_23,Furniture,,0.00,4.00,44.00,"Credit Card",In-store,2022-06-13,False
TXN_1482356,CUST_01,Patisserie,,0.00,7.00,119.00,"Digital Wallet",In-store,2022-10-24,
TXN_5730630,CUST_25,"Milk Products",,0.00,5.00,32.50,"Digital Wallet",In-store,2023-12-04,True
TXN_9438432,CUST_04,"Electric household essentials",,0.00,2.00,34.00,"Digital Wallet",Online,2024-06-26,False
TXN_1972506,CUST_09,"Computers and electric accessories",,0.00,8.00,100.00,Cash,Online,2024-12-14,
TXN_5789870,CUST_23,Butchers,,0.00,6.00,156.00,"Credit Card",In-store,2023-11-23,False
TXN_8171410,CUST_18,"Electric household essentials",,0.00,8.00,148.00,"Digital Wallet",In-store,2023-12-21,False
TXN_7984930,CUST_23,Food,,0.00,9.00,112.50,Cash,In-store,2022-09-01,True
TXN_9648976,CUST_09,Food,,0.00,9.00,301.50,Cash,In-store,2024-09-26,False
TXN_1208768,CUST_24,Beverages,,0.00,2.00,28.00,Cash,Online,2023-02-28,
TXN_9835299,CUST_04,"Electric household essentials",,0.00,2.00,46.00,"Digital Wallet",In-store,2022-11-12,
TXN_3435432,CUST_14,"Electric household essentials",,0.00,7.00,150.50,"Digital Wallet",Online,2022-07-14,
TXN_2090388,CUST_10,Patisserie,,0.00,7.00,255.50,"Digital Wallet",In-store,2023-11-26,True
TXN_6842216,CUST_10,Butchers,,0.00,6.00,219.00,Cash,Online,2022-01-25,False
TXN_9896915,CUST_22,Beverages,,0.00,7.00,45.50,"Digital Wallet",In-store,2024-04-29,False
TXN_6106136,CUST_07,Furniture,,0.00,9.00,58.50,"Credit Card",In-store,2024-02-03,False
TXN_4246606,CUST_02,Food,,0.00,7.00,203.00,"Credit Card",Online,2023-10-24,False
TXN_9345275,CUST_09,Patisserie,,0.00,5.00,190.00,Cash,Online,2024-10-20,False
TXN_2306040,CUST_08,"Electric household essentials",,0.00,8.00,88.00,Cash,Online,2023-11-27,True
TXN_7924859,CUST_12,"Electric household essentials",,0.00,3.00,109.50,"Digital Wallet",In-store,2023-08-18,
TXN_7433742,CUST_12,"Electric household essentials",,0.00,5.00,77.50,"Digital Wallet",Online,2023-09-09,True
TXN_7513847,CUST_07,"Computers and electric accessories",,0.00,2.00,31.00,"Digital Wallet",Online,2023-03-06,True
TXN_8699307,CUST_09,Food,,0.00,10.00,245.00,"Credit Card",In-store,2022-06-11,True
TXN_1212399,CUST_05,Beverages,,0.00,8.00,112.00,"Digital Wallet",Online,2024-01-17,True
TXN_4517752,CUST_05,Beverages,,0.00,6.00,246.00,"Digital Wallet",In-store,2022-07-21,
TXN_5141030,CUST_11,"Computers and electric accessories",,0.00,9.00,126.00,Cash,In-store,2023-11-20,True
TXN_9434303,CUST_15,Food,,0.00,6.00,57.00,"Digital Wallet",In-store,2023-09-30,True
TXN_3434264,CUST_07,Butchers,,0.00,5.00,167.50,"Digital Wallet",Online,2023-07-11,
TXN_5458562,CUST_21,"Computers and electric accessories",,0.00,6.00,129.00,"Digital Wallet",In-store,2024-05-23,
TXN_5984083,CUST_20,"Computers and electric accessories",,0.00,6.00,84.00,"Credit Card",In-store,2023-03-07,True
TXN_5944536,CUST_02,Beverages,,0.00,9.00,193.50,"Credit Card",In-store,2024-04-02,False
TXN_5017130,CUST_08,Food,,0.00,5.00,107.50,"Credit Card",In-store,2024-04-01,False
TXN_3882852,CUST_07,"Milk Products",,0.00,2.00,28.00,"Digital Wallet",In-store,2023-02-24,True
TXN_6834397,CUST_09,Butchers,,0.00,9.00,301.50,Cash,Online,2022-09-29,
TXN_8890563,CUST_03,Food,,0.00,10.00,80.00,"Credit Card",Online,2022-05-26,False
TXN_7346385,CUST_10,Patisserie,,0.00,4.00,62.00,"Digital Wallet",Online,2024-11-30,False
TXN_6034757,CUST_07,Food,,0.00,7.00,234.50,Cash,In-store,2023-09-27,False
TXN_9493702,CUST_06,"Computers and electric accessories",,0.00,6.00,210.00,Cash,Online,2023-09-14,
TXN_6663420,CUST_21,Food,,0.00,7.00,287.00,"Credit Card",In-store,2023-06-12,True
TXN_3038270,CUST_18,"Milk Products",,0.00,10.00,65.00,"Digital Wallet",Online,2023-09-24,False
TXN_2201759,CUST_15,Butchers,,0.00,2.00,70.00,Cash,In-store,2023-11-15,
TXN_3087440,CUST_10,"Milk Products",,0.00,7.00,203.00,Cash,Online,2024-06-11,
TXN_6508162,CUST_06,Beverages,,0.00,2.00,79.00,"Credit Card",In-store,2024-05-08,
TXN_1495462,CUST_25,"Milk Products",,0.00,7.00,98.00,"Credit Card",In-store,2022-12-17,True
TXN_5509504,CUST_02,Furniture,,0.00,4.00,74.00,"Digital Wallet",Online,2023-06-20,True
TXN_1495602,CUST_17,Patisserie,,0.00,10.00,245.00,"Digital Wallet",In-store,2024-12-27,
TXN_6432290,CUST_17,Food,,0.00,5.00,85.00,Cash,Online,2024-09-25,
TXN_6383890,CUST_10,Butchers,,0.00,3.00,105.00,"Credit Card",Online,2023-07-26,True
TXN_6530143,CUST_17,Butchers,,0.00,6.00,48.00,"Digital Wallet",Online,2023-10-12,
TXN_1772473,CUST_02,"Milk Products",,0.00,2.00,19.00,"Credit Card",Online,2023-03-26,
TXN_8209444,CUST_10,"Computers and electric accessories",,0.00,2.00,37.00,Cash,In-store,2024-10-31,True
TXN_6772439,CUST_23,Butchers,,0.00,4.00,164.00,Cash,Online,2023-10-15,False
TXN_3841567,CUST_24,"Electric household essentials",,0.00,8.00,124.00,Cash,In-store,2022-10-28,False
TXN_2758823,CUST_17,Patisserie,,0.00,9.00,126.00,"Digital Wallet",In-store,2024-01-06,
TXN_6566133,CUST_04,Butchers,,0.00,9.00,126.00,"Credit Card",In-store,2022-07-27,True
TXN_4563119,CUST_06,"Computers and electric accessories",,0.00,8.00,100.00,Cash,Online,2023-01-03,True
TXN_9221528,CUST_22,Beverages,,0.00,6.00,84.00,"Credit Card",Online,2024-06-11,False
TXN_5202455,CUST_09,Patisserie,,0.00,1.00,26.00,Cash,Online,2022-05-22,False
TXN_4761736,CUST_12,Butchers,,0.00,4.00,92.00,"Digital Wallet",Online,2022-04-22,False
TXN_2364390,CUST_23,"Milk Products",,0.00,6.00,84.00,"Credit Card",Online,2023-01-31,
TXN_9035158,CUST_17,"Computers and electric accessories",,0.00,2.00,22.00,"Digital Wallet",In-store,2022-07-28,False
TXN_3174034,CUST_10,"Milk Products",,0.00,10.00,140.00,"Digital Wallet",In-store,2022-08-11,False
TXN_9758083,CUST_05,"Milk Products",,0.00,7.00,87.50,Cash,Online,2022-08-11,False
TXN_1563614,CUST_11,Butchers,,0.00,5.00,25.00,"Credit Card",Online,2022-01-13,True
TXN_6958546,CUST_16,"Milk Products",,0.00,2.00,13.00,Cash,In-store,2023-11-08,
TXN_2596013,CUST_17,Beverages,,0.00,4.00,110.00,"Digital Wallet",Online,2022-01-16,
TXN_9580803,CUST_14,"Computers and electric accessories",,0.00,5.00,115.00,Cash,In-store,2023-07-13,
TXN_9938912,CUST_07,Butchers,,0.00,1.00,21.50,Cash,Online,2023-07-23,False
TXN_8823017,CUST_06,"Electric household essentials",,0.00,10.00,320.00,"Digital Wallet",Online,2023-04-10,
TXN_4837386,CUST_09,"Computers and electric accessories",,0.00,4.00,74.00,Cash,Online,2022-01-10,False
TXN_4284755,CUST_07,"Milk Products",,0.00,4.00,92.00,Cash,Online,2024-10-13,False
TXN_5863318,CUST_18,Butchers,,0.00,3.00,100.50,"Digital Wallet",In-store,2022-04-09,False
TXN_1136695,CUST_18,Food,,0.00,8.00,76.00,"Digital Wallet",In-store,2024-03-24,True
TXN_5171717,CUST_05,Patisserie,,0.00,6.00,48.00,"Credit Card",Online,2023-06-19,True
TXN_3586844,CUST_13,Patisserie,,0.00,4.00,32.00,Cash,In-store,2024-11-05,True
TXN_4288227,CUST_08,Butchers,,0.00,8.00,292.00,Cash,Online,2024-12-11,True
TXN_6823305,CUST_20,Patisserie,,0.00,9.00,342.00,"Credit Card",Online,2023-05-25,False
TXN_6376468,CUST_24,Furniture,,0.00,3.00,105.00,Cash,In-store,2023-06-05,False
TXN_2765031,CUST_17,Food,,0.00,5.00,205.00,"Digital Wallet",Online,2024-11-08,True
TXN_1791231,CUST_16,Furniture,,0.00,5.00,55.00,"Credit Card",Online,2024-04-21,False
TXN_4525178,CUST_12,Patisserie,,0.00,7.00,203.00,"Credit Card",In-store,2022-09-18,True
TXN_8514486,CUST_06,"Computers and electric accessories",,0.00,8.00,112.00,"Digital Wallet",In-store,2023-02-23,
TXN_1505264,CUST_11,Beverages,,0.00,4.00,86.00,Cash,In-store,2024-01-30,False
TXN_6024315,CUST_18,Patisserie,,0.00,3.00,118.50,"Credit Card",Online,2022-06-25,False
TXN_9799191,CUST_11,Butchers,,0.00,9.00,207.00,Cash,Online,2023-10-19,True
TXN_7966995,CUST_14,"Computers and electric accessories",,0.00,8.00,256.00,"Digital Wallet",Online,2023-03-24,False
TXN_5534368,CUST_09,"Milk Products",,0.00,6.00,138.00,"Credit Card",In-store,2022-04-14,False
TXN_3389252,CUST_18,"Milk Products",,0.00,5.00,70.00,"Credit Card",In-store,2022-10-26,
TXN_1991377,CUST_16,Food,,0.00,7.00,171.50,Cash,Online,2024-11-23,False
TXN_6197590,CUST_10,Beverages,,0.00,7.00,150.50,"Credit Card",Online,2022-08-15,True
TXN_3119110,CUST_22,Food,,0.00,8.00,88.00,Cash,Online,2024-04-30,False
TXN_4681123,CUST_14,Food,,0.00,4.00,80.00,"Credit Card",Online,2024-11-30,False
TXN_8539518,CUST_24,"Computers and electric accessories",,0.00,8.00,184.00,Cash,Online,2022-03-31,False
TXN_1095879,CUST_15,Beverages,,0.00,10.00,65.00,"Digital Wallet",In-store,2023-02-04,True
TXN_2201869,CUST_03,Beverages,,0.00,9.00,193.50,"Digital Wallet",In-store,2022-07-26,True
TXN_1518090,CUST_15,"Milk Products",,0.00,4.00,116.00,"Credit Card",Online,2022-03-06,
TXN_3782741,CUST_15,"Electric household essentials",,0.00,4.00,152.00,"Digital Wallet",In-store,2024-11-24,True
TXN_8101070,CUST_09,"Milk Products",,0.00,9.00,328.50,"Credit Card",Online,2024-01-26,False
TXN_4429872,CUST_03,Butchers,,0.00,10.00,110.00,"Credit Card",In-store,2024-01-27,True
TXN_2387612,CUST_08,"Milk Products",,0.00,5.00,152.50,"Credit Card",Online,2024-12-24,False
