Transaction_ID,Customer_ID,Category,Item,Price_Per_Unit,Quantity,Total_Spent,Payment_Method,Location,Transaction_Date,Discount_Applied
TXN_3988616,CUST_01,Butchers,,38.00,0.00,0.00,"Digital Wallet",In-store,2024-09-17,
TXN_5069186,CUST_17,"Electric household essentials",,6.50,0.00,0.00,"Credit Card",Online,2023-01-10,
TXN_6126106,CUST_10,"Milk Products",,30.50,0.00,0.00,"Digital Wallet",Online,2022-08-31,
TXN_4880929,CUST_20,Butchers,,8.00,0.00,0.00,"Digital Wallet",In-store,2023-11-03,True
TXN_9469569,CUST_08,Food,,12.50,0.00,0.00,"Digital Wallet",In-store,2023-10-09,
TXN_8093982,CUST_12,Beverages,,27.50,0.00,0.00,"Credit Card",Online,2022-03-11,True
TXN_3954012,CUST_02,Furniture,,12.50,0.00,0.00,"Credit Card",In-store,2024-05-29,
TXN_3537865,CUST_21,"Milk Products",,32.00,0.00,0.00,"Credit Card",Online,2022-11-06,True
TXN_3745490,CUST_01,"Computers and electric accessories",,12.50,0.00,0.00,"Credit Card",Online,2023-09-04,True
TXN_8433240,CUST_01,"Milk Products",,27.50,0.00,0.00,Cash,In-store,2024-03-28,True
TXN_4056456,CUST_08,"Electric household essentials",,9.50,0.00,0.00,"Digital Wallet",Online,2022-05-23,False
TXN_8531399,CUST_18,Patisserie,,20.00,0.00,0.00,Cash,Online,2024-12-05,True
TXN_4245105,CUST_08,"Milk Products",,32.00,0.00,0.00,Cash,In-store,2025-01-09,False
TXN_2026101,CUST_10,Patisserie,,24.50,0.00,0.00,Cash,In-store,2023-05-14,
TXN_7673556,CUST_10,"Milk Products",,27.50,0.00,0.00,Cash,In-store,2024-01-07,True
TXN_8084251,CUST_16,"Electric household essentials",,26.00,0.00,0.00,"Digital Wallet",In-store,2024-01-03,
TXN_8794900,CUST_18,"Computers and electric accessories",,32.00,0.00,0.00,Cash,In-store,2022-11-19,False
TXN_5742371,CUST_18,Food,,9.50,0.00,0.00,"Credit Card",In-store,2023-04-25,True
TXN_2584277,CUST_23,"Electric household essentials",,33.50,0.00,0.00,Cash,In-store,2024-04-17,True
TXN_2736863,CUST_13,"Milk Products",,38.00,0.00,0.00,"Digital Wallet",Online,2024-08-10,True
TXN_1985138,CUST_12,Patisserie,,11.00,0.00,0.00,"Digital Wallet",In-store,2023-01-31,False
TXN_7663942,CUST_02,"Milk Products",,14.00,0.00,0.00,Cash,In-store,2023-02-28,True
TXN_2384950,CUST_08,"Computers and electric accessories",,17.00,0.00,0.00,"Digital Wallet",Online,2023-01-11,False
TXN_3047170,CUST_15,Furniture,,9.50,0.00,0.00,Cash,Online,2025-01-16,True
TXN_6901057,CUST_16,Beverages,,8.00,0.00,0.00,"Credit Card",Online,2024-08-31,
TXN_8293398,CUST_19,Patisserie,,20.00,0.00,0.00,Cash,Online,2024-03-29,False
TXN_4877812,CUST_01,Furniture,,39.50,0.00,0.00,"Credit Card",In-store,2024-02-15,
TXN_2826965,CUST_06,"Computers and electric accessories",,24.50,0.00,0.00,"Credit Card",Online,2022-09-12,True
TXN_1433054,CUST_13,Butchers,,21.50,0.00,0.00,Cash,Online,2023-01-25,True
TXN_9676475,CUST_19,"Computers and electric accessories",,6.50,0.00,0.00,"Digital Wallet",In-store,2025-01-17,
TXN_4201299,CUST_09,Food,,9.50,0.00,0.00,Cash,Online,2023-02-16,False
TXN_3330661,CUST_19,Butchers,,21.50,0.00,0.00,"Digital Wallet",In-store,2022-01-09,True
TXN_6880511,CUST_20,Butchers,,9.50,0.00,0.00,"Credit Card",In-store,2023-03-04,False
TXN_5763933,CUST_07,Patisserie,,24.50,0.00,0.00,"Digital Wallet",In-store,2022-11-30,
TXN_1770449,CUST_25,"Electric household essentials",,38.00,0.00,0.00,"Digital Wallet",In-store,2024-02-01,False
TXN_5047909,CUST_03,"Milk Products",,36.50,0.00,0.00,"Digital Wallet",Online,2023-09-20,True
TXN_6522613,CUST_19,"Computers and electric accessories",,21.50,0.00,0.00,"Digital Wallet",Online,2023-04-13,True
TXN_9506859,CUST_13,"Computers and electric accessories",,27.50,0.00,0.00,Cash,In-store,2022-10-28,False
TXN_4801214,CUST_06,Food,,36.50,0.00,0.00,Cash,Online,2024-10-17,True
TXN_4144500,CUST_05,Beverages,,29.00,0.00,0.00,Cash,In-store,2024-06-26,
TXN_5431879,CUST_10,"Electric household essentials",,38.00,0.00,0.00,"Credit Card",Online,2024-02-14,
TXN_8464397,CUST_09,Food,,24.50,0.00,0.00,"Credit Card",In-store,2022-05-18,True
TXN_8757042,CUST_17,Butchers,,36.50,0.00,0.00,"Credit Card",Online,2022-11-30,False
TXN_8589807,CUST_21,Patisserie,,6.50,0.00,0.00,"Digital Wallet",Online,2022-09-09,
TXN_7675282,CUST_22,"Electric household essentials",,26.00,0.00,0.00,"Digital Wallet",In-store,2024-03-05,
TXN_4375011,CUST_19,Butchers,,9.50,0.00,0.00,"Credit Card",In-store,2022-01-16,
TXN_5012129,CUST_13,"Electric household essentials",,12.50,0.00,0.00,Cash,Online,2024-12-04,
TXN_8416846,CUST_15,Beverages,,27.50,0.00,0.00,Cash,Online,2024-05-28,False
TXN_9676576,CUST_25,Furniture,,20.00,0.00,0.00,"Digital Wallet",In-store,2023-06-27,
TXN_1649045,CUST_21,"Computers and electric accessories",,21.50,0.00,0.00,"Credit Card",Online,2023-01-18,
TXN_1551058,CUST_14,Food,,33.50,0.00,0.00,Cash,Online,2022-03-16,False
TXN_4118493,CUST_24,Patisserie,,39.50,0.00,0.00,"Credit Card",In-store,2022-07-14,False
TXN_6493139,CUST_06,Butchers,,41.00,0.00,0.00,"Credit Card",In-store,2024-08-22,False
TXN_3811015,CUST_24,Patisserie,,33.50,0.00,0.00,Cash,Online,2022-02-04,False
TXN_8737677,CUST_24,Butchers,,30.50,0.00,0.00,Cash,In-store,2024-12-06,False
TXN_1153995,CUST_03,"Electric household essentials",,23.00,0.00,0.00,"Credit Card",In-store,2022-02-12,False
TXN_1005543,CUST_19,Food,,30.50,0.00,0.00,Cash,In-store,2022-12-03,True
TXN_6186202,CUST_14,Patisserie,,18.50,0.00,0.00,"Digital Wallet",In-store,2023-02-25,
TXN_4005159,CUST_23,Butchers,,32.00,0.00,0.00,Cash,In-store,2023-07-09,
TXN_6434080,CUST_01,Butchers,,41.00,0.00,0.00,Cash,Online,2022-06-02,False
TXN_3161464,CUST_02,Butchers,,21.50,0.00,0.00,"Credit Card",In-store,2022-06-02,True
TXN_9963254,CUST_08,Furniture,,27.50,0.00,0.00,"Credit Card",In-store,2024-11-14,True
TXN_7917265,CUST_18,"Milk Products",,5.00,0.00,0.00,Cash,In-store,2024-02-18,
TXN_7726623,CUST_11,Beverages,,12.50,0.00,0.00,"Credit Card",In-store,2024-12-16,
TXN_1130015,CUST_23,"Milk Products",,9.50,0.00,0.00,Cash,In-store,2024-03-27,False
TXN_7583557,CUST_14,"Milk Products",,9.50,0.00,0.00,Cash,Online,2024-01-04,
TXN_2500072,CUST_23,Food,,41.00,0.00,0.00,Cash,Online,2023-02-24,
TXN_6917746,CUST_05,"Computers and electric accessories",,20.00,0.00,0.00,Cash,Online,2022-09-17,
TXN_1882050,CUST_06,Patisserie,,24.50,0.00,0.00,"Digital Wallet",In-store,2023-01-28,
TXN_9977844,CUST_18,Patisserie,,36.50,0.00,0.00,"Digital Wallet",In-store,2022-12-27,True
TXN_7472400,CUST_16,Patisserie,,12.50,0.00,0.00,"Credit Card",In-store,2022-05-14,True
TXN_8935474,CUST_08,"Computers and electric accessories",,41.00,0.00,0.00,"Credit Card",Online,2024-12-26,False
TXN_2792485,CUST_04,"Computers and electric accessories",,6.50,0.00,0.00,"Digital Wallet",In-store,2022-08-09,
TXN_1777313,CUST_07,"Milk Products",,15.50,0.00,0.00,"Credit Card",Online,2025-01-18,False
TXN_3894802,CUST_08,Beverages,,32.00,0.00,0.00,"Digital Wallet",In-store,2023-04-10,False
TXN_9224464,CUST_12,"Computers and electric accessories",,11.00,0.00,0.00,"Credit Card",Online,2024-05-04,
TXN_3909836,CUST_14,Patisserie,,15.50,0.00,0.00,"Credit Card",In-store,2023-03-02,False
TXN_3838434,CUST_13,Food,,17.00,0.00,0.00,Cash,Online,2022-01-26,
TXN_5599747,CUST_19,Patisserie,,11.00,0.00,0.00,"Credit Card",Online,2022-05-15,True
TXN_4279575,CUST_18,Furniture,,33.50,0.00,0.00,"Digital Wallet",In-store,2024-09-25,False
TXN_1041483,CUST_19,"Electric household essentials",,15.50,0.00,0.00,Cash,In-store,2024-03-19,
TXN_4800229,CUST_01,Food,,12.50,0.00,0.00,"Credit Card",In-store,2024-06-06,False
TXN_9430988,CUST_13,"Milk Products",,36.50,0.00,0.00,Cash,In-store,2024-05-31,True
TXN_3122188,CUST_24,Food,,21.50,0.00,0.00,"Credit Card",Online,2023-02-25,
TXN_9818603,CUST_05,"Computers and electric accessories",,8.00,0.00,0.00,"Credit Card",In-store,2023-07-20,
TXN_1609763,CUST_25,"Electric household essentials",,36.50,0.00,0.00,"Credit Card",Online,2023-03-23,False
TXN_1491657,CUST_07,Beverages,,5.00,0.00,0.00,Cash,Online,2022-09-26,True
TXN_8635339,CUST_09,"Milk Products",,11.00,0.00,0.00,"Credit Card",In-store,2024-10-31,False
TXN_6328369,CUST_12,Food,,6.50,0.00,0.00,"Credit Card",Online,2024-03-18,
TXN_6254334,CUST_23,Butchers,,32.00,0.00,0.00,"Digital Wallet",Online,2022-03-29,
TXN_7581231,CUST_18,"Milk Products",,14.00,0.00,0.00,"Credit Card",In-store,2024-12-09,
TXN_3462517,CUST_01,Patisserie,,9.50,0.00,0.00,"Credit Card",In-store,2024-02-01,
TXN_8048579,CUST_23,Furniture,,21.50,0.00,0.00,Cash,Online,2023-03-28,True
TXN_6664172,CUST_21,Food,,23.00,0.00,0.00,"Digital Wallet",Online,2023-03-01,
TXN_2823143,CUST_02,Butchers,,38.00,0.00,0.00,"Credit Card",In-store,2023-09-21,True
TXN_9900913,CUST_25,Patisserie,,27.50,0.00,0.00,Cash,In-store,2023-11-15,
TXN_3543537,CUST_07,"Milk Products",,33.50,0.00,0.00,Cash,Online,2024-01-11,True
TXN_6159311,CUST_02,Beverages,,41.00,0.00,0.00,Cash,In-store,2024-10-18,False
TXN_1671487,CUST_22,"Electric household essentials",,33.50,0.00,0.00,"Digital Wallet",In-store,2023-12-03,False
TXN_4182653,CUST_01,"Electric household essentials",,38.00,0.00,0.00,Cash,In-store,2023-05-10,True
TXN_4783696,CUST_13,Furniture,,41.00,0.00,0.00,Cash,In-store,2022-10-26,
TXN_4071141,CUST_11,Food,,33.50,0.00,0.00,Cash,In-store,2024-12-13,False
TXN_4041690,CUST_24,"Electric household essentials",,11.00,0.00,0.00,"Credit Card",Online,2022-07-02,False
TXN_5101986,CUST_15,Beverages,,24.50,0.00,0.00,Cash,In-store,2024-06-16,
TXN_2532729,CUST_17,Beverages,,14.00,0.00,0.00,Cash,In-store,2022-08-10,True
TXN_4658659,CUST_12,Food,,24.50,0.00,0.00,"Digital Wallet",In-store,2024-07-30,False
TXN_4593029,CUST_07,"Milk Products",,20.00,0.00,0.00,"Digital Wallet",In-store,2024-05-14,False
TXN_8883231,CUST_04,"Computers and electric accessories",,32.00,0.00,0.00,Cash,Online,2024-12-12,True
TXN_9619283,CUST_01,Butchers,,35.00,0.00,0.00,"Credit Card",Online,2022-12-11,
TXN_7084750,CUST_25,Food,,21.50,0.00,0.00,"Digital Wallet",In-store,2022-07-20,True
TXN_8882076,CUST_25,"Computers and electric accessories",,27.50,0.00,0.00,Cash,Online,2022-03-31,True
TXN_1220541,CUST_21,Food,,35.00,0.00,0.00,"Digital Wallet",In-store,2023-12-03,False
TXN_4567294,CUST_21,Patisserie,,21.50,0.00,0.00,"Digital Wallet",Online,2022-03-28,False
TXN_2514543,CUST_20,Patisserie,,9.50,0.00,0.00,"Digital Wallet",In-store,2022-06-08,
TXN_6206996,CUST_23,"Computers and electric accessories",,21.50,0.00,0.00,"Credit Card",Online,2022-01-31,False
TXN_8127777,CUST_14,Patisserie,,33.50,0.00,0.00,"Digital Wallet",In-store,2023-02-27,
TXN_4344596,CUST_17,Patisserie,,29.00,0.00,0.00,"Credit Card",Online,2024-04-03,False
TXN_5728541,CUST_12,Furniture,,15.50,0.00,0.00,Cash,Online,2022-01-27,
TXN_2324094,CUST_18,"Computers and electric accessories",,11.00,0.00,0.00,"Credit Card",In-store,2024-12-07,
TXN_2788067,CUST_17,"Electric household essentials",,35.00,0.00,0.00,Cash,In-store,2022-08-23,False
TXN_7354091,CUST_22,Patisserie,,20.00,0.00,0.00,"Digital Wallet",In-store,2024-04-28,True
TXN_8697140,CUST_03,Beverages,,21.50,0.00,0.00,"Digital Wallet",Online,2022-11-08,True
TXN_5311325,CUST_05,"Computers and electric accessories",,24.50,0.00,0.00,"Credit Card",In-store,2022-08-28,
TXN_9646389,CUST_22,Beverages,,27.50,0.00,0.00,"Credit Card",In-store,2022-02-17,True
TXN_1402550,CUST_15,Patisserie,,29.00,0.00,0.00,"Credit Card",Online,2024-05-01,False
TXN_6739031,CUST_14,Butchers,,6.50,0.00,0.00,"Digital Wallet",In-store,2022-04-04,
TXN_9017801,CUST_06,"Milk Products",,36.50,0.00,0.00,"Credit Card",Online,2022-01-29,
TXN_7783626,CUST_13,"Computers and electric accessories",,5.00,0.00,0.00,Cash,Online,2022-07-13,
TXN_4443574,CUST_08,Butchers,,23.00,0.00,0.00,"Digital Wallet",Online,2024-01-08,False
TXN_4024714,CUST_13,Food,,30.50,0.00,0.00,"Credit Card",Online,2024-04-10,True
TXN_8595871,CUST_12,Butchers,,36.50,0.00,0.00,"Credit Card",Online,2023-06-20,
TXN_5102434,CUST_10,Beverages,,21.50,0.00,0.00,"Credit Card",Online,2024-01-06,False
TXN_6981473,CUST_17,Beverages,,21.50,0.00,0.00,Cash,In-store,2022-01-23,True
TXN_5498271,CUST_17,"Computers and electric accessories",,20.00,0.00,0.00,"Digital Wallet",In-store,2024-01-25,
TXN_5103418,CUST_02,Patisserie,,9.50,0.00,0.00,"Digital Wallet",Online,2023-10-24,True
TXN_9276432,CUST_13,Butchers,,21.50,0.00,0.00,"Credit Card",In-store,2022-01-14,
TXN_5162382,CUST_24,"Electric household essentials",,15.50,0.00,0.00,"Digital Wallet",Online,2023-08-26,
TXN_8868085,CUST_19,Furniture,,8.00,0.00,0.00,"Credit Card",Online,2024-03-07,False
TXN_1539411,CUST_07,Beverages,,9.50,0.00,0.00,Cash,In-store,2024-08-08,
TXN_7133661,CUST_16,Butchers,,11.00,0.00,0.00,Cash,In-store,2024-01-03,
TXN_1532460,CUST_09,Furniture,,29.00,0.00,0.00,"Digital Wallet",Online,2023-05-06,True
TXN_3379956,CUST_15,"Computers and electric accessories",,33.50,0.00,0.00,Cash,In-store,2022-02-15,True
TXN_1442308,CUST_11,"Electric household essentials",,32.00,0.00,0.00,Cash,Online,2024-01-31,
TXN_7785972,CUST_04,Furniture,,24.50,0.00,0.00,Cash,In-store,2022-12-15,
TXN_4187431,CUST_23,"Electric household essentials",,18.50,0.00,0.00,"Digital Wallet",In-store,2022-05-18,False
TXN_3415090,CUST_04,"Electric household essentials",,35.00,0.00,0.00,"Digital Wallet",In-store,2023-01-20,False
TXN_5020561,CUST_14,Beverages,,17.00,0.00,0.00,Cash,In-store,2024-03-07,False
TXN_1945001,CUST_19,Beverages,,8.00,0.00,0.00,"Credit Card",In-store,2022-06-27,False
TXN_6434099,CUST_25,Patisserie,,36.50,0.00,0.00,Cash,Online,2024-08-08,
TXN_2118875,CUST_12,Patisserie,,8.00,0.00,0.00,"Digital Wallet",In-store,2023-07-13,
TXN_5041305,CUST_07,Butchers,,38.00,0.00,0.00,"Digital Wallet",Online,2024-11-29,
TXN_3800420,CUST_20,"Electric household essentials",,24.50,0.00,0.00,Cash,In-store,2023-12-14,False
TXN_5280917,CUST_20,Furniture,,5.00,0.00,0.00,"Credit Card",In-store,2022-05-23,
TXN_1574191,CUST_15,Beverages,,35.00,0.00,0.00,"Digital Wallet",Online,2024-02-24,False
TXN_6615635,CUST_22,Furniture,,20.00,0.00,0.00,"Credit Card",Online,2023-03-20,
TXN_9012548,CUST_23,Butchers,,15.50,0.00,0.00,"Credit Card",In-store,2023-11-28,False
TXN_9224310,CUST_03,"Computers and electric accessories",,11.00,0.00,0.00,"Credit Card",Online,2023-11-21,True
TXN_6130668,CUST_22,"Electric household essentials",,27.50,0.00,0.00,Cash,In-store,2022-01-19,True
TXN_4797230,CUST_20,"Electric household essentials",,21.50,0.00,0.00,"Credit Card",In-store,2023-08-01,True
TXN_7312497,CUST_18,Beverages,,14.00,0.00,0.00,Cash,In-store,2024-08-23,True
TXN_3096679,CUST_20,Beverages,,9.50,0.00,0.00,"Digital Wallet",Online,2022-09-17,True
TXN_4219023,CUST_06,Butchers,,27.50,0.00,0.00,"Digital Wallet",In-store,2024-01-04,
TXN_8390000,CUST_07,Patisserie,,36.50,0.00,0.00,Cash,In-store,2022-11-09,
TXN_3450894,CUST_03,Furniture,,35.00,0.00,0.00,"Credit Card",In-store,2022-11-25,
TXN_5125110,CUST_09,Patisserie,,21.50,0.00,0.00,"Digital Wallet",In-store,2024-08-13,False
TXN_3661385,CUST_25,Butchers,,33.50,0.00,0.00,"Digital Wallet",In-store,2024-09-21,True
TXN_6979277,CUST_13,"Computers and electric accessories",,18.50,0.00,0.00,"Digital Wallet",Online,2024-05-16,False
TXN_7773278,CUST_11,"Electric household essentials",,38.00,0.00,0.00,Cash,Online,2024-05-25,
TXN_4929314,CUST_24,"Electric household essentials",,23.00,0.00,0.00,"Digital Wallet",Online,2022-11-13,
TXN_7780832,CUST_04,"Computers and electric accessories",,20.00,0.00,0.00,Cash,In-store,2024-06-14,
TXN_6233782,CUST_14,Butchers,,17.00,0.00,0.00,"Digital Wallet",Online,2022-02-14,True
TXN_1187836,CUST_01,"Computers and electric accessories",,38.00,0.00,0.00,"Digital Wallet",In-store,2022-12-20,False
TXN_1199916,CUST_21,Furniture,,6.50,0.00,0.00,"Digital Wallet",In-store,2022-06-25,
TXN_6682588,CUST_02,Furniture,,39.50,0.00,0.00,Cash,In-store,2022-03-06,
TXN_7564225,CUST_18,Food,,21.50,0.00,0.00,"Digital Wallet",In-store,2024-11-09,True
TXN_3928142,CUST_01,Furniture,,35.00,0.00,0.00,"Credit Card",In-store,2025-01-05,
TXN_3853013,CUST_04,Beverages,,35.00,0.00,0.00,Cash,Online,2023-07-28,True
TXN_1864016,CUST_08,Furniture,,26.00,0.00,0.00,"Credit Card",In-store,2024-03-15,True
TXN_4271313,CUST_12,Patisserie,,17.00,0.00,0.00,Cash,Online,2024-12-09,False
TXN_8100199,CUST_01,Butchers,,38.00,0.00,0.00,"Credit Card",Online,2023-11-27,
TXN_3244419,CUST_16,Food,,18.50,0.00,0.00,Cash,In-store,2022-12-12,True
TXN_5087206,CUST_21,"Computers and electric accessories",,17.00,0.00,0.00,"Digital Wallet",Online,2022-10-21,False
TXN_5960598,CUST_08,"Computers and electric accessories",,6.50,0.00,0.00,"Digital Wallet",Online,2023-06-07,False
TXN_6556712,CUST_15,"Milk Products",,20.00,0.00,0.00,Cash,In-store,2024-04-22,
TXN_9517045,CUST_09,"Electric household essentials",,17.00,0.00,0.00,"Digital Wallet",Online,2023-05-20,
TXN_4052796,CUST_20,Furniture,,33.50,0.00,0.00,"Credit Card",In-store,2023-08-14,
TXN_4206470,CUST_05,"Electric household essentials",,23.00,0.00,0.00,Cash,In-store,2024-06-28,
TXN_2913442,CUST_05,Butchers,,8.00,0.00,0.00,Cash,Online,2023-12-05,True
TXN_5416741,CUST_13,"Computers and electric accessories",,8.00,0.00,0.00,"Credit Card",Online,2022-02-02,False
TXN_4591527,CUST_01,"Computers and electric accessories",,38.00,0.00,0.00,"Digital Wallet",Online,2022-02-03,False
TXN_6179863,CUST_02,Butchers,,30.50,0.00,0.00,"Credit Card",In-store,2023-10-29,
TXN_3077115,CUST_10,Furniture,,41.00,0.00,0.00,"Digital Wallet",Online,2024-07-10,False
TXN_8284459,CUST_20,Food,,9.50,0.00,0.00,"Credit Card",In-store,2022-07-03,True
TXN_9403595,CUST_11,"Milk Products",,5.00,0.00,0.00,Cash,In-store,2023-12-12,False
TXN_1415403,CUST_22,Patisserie,,29.00,0.00,0.00,"Credit Card",Online,2022-08-23,False
TXN_5172318,CUST_20,Beverages,,21.50,0.00,0.00,"Credit Card",Online,2024-11-11,
